date,county,ncase
30/05/2020,Laois,259
30/05/2020,Leitrim,83
30/05/2020,Limerick,594
30/05/2020,Longford,283
30/05/2020,Louth,768
30/05/2020,Mayo,571
30/05/2020,Meath,796
30/05/2020,Monaghan,509
30/05/2020,Offaly,478
30/05/2020,Roscommon,333
30/05/2020,Sligo,129
30/05/2020,Tipperary,530
30/05/2020,Waterford,153
30/05/2020,Westmeath,669
30/05/2020,Wexford,216
30/05/2020,Wicklow,663
31/05/2020,Carlow,166
31/05/2020,Cavan,844
31/05/2020,Clare,368
31/05/2020,Cork,1517
31/05/2020,Donegal,477
31/05/2020,Dublin,12090
31/05/2020,Galway,482
31/05/2020,Kerry,308
31/05/2020,Kildare,1419
31/05/2020,Kilkenny,338
31/05/2020,Laois,259
31/05/2020,Leitrim,83
31/05/2020,Limerick,581
31/05/2020,Longford,283
31/05/2020,Louth,776
31/05/2020,Mayo,570
31/05/2020,Meath,800
31/05/2020,Monaghan,512
31/05/2020,Offaly,478
31/05/2020,Roscommon,335
31/05/2020,Sligo,129
31/05/2020,Tipperary,538
31/05/2020,Waterford,153
31/05/2020,Westmeath,670
31/05/2020,Wexford,213
31/05/2020,Wicklow,667
01/06/2020,Carlow,166
01/06/2020,Cavan,844
01/06/2020,Clare,369
01/06/2020,Cork,1517
01/06/2020,Donegal,477
01/06/2020,Dublin,12093
01/06/2020,Galway,482
01/06/2020,Kerry,308
01/06/2020,Kildare,1419
01/06/2020,Kilkenny,339
01/06/2020,Laois,260
01/06/2020,Leitrim,83
01/06/2020,Limerick,582
01/06/2020,Longford,283
01/06/2020,Louth,775
01/06/2020,Mayo,570
01/06/2020,Meath,801
01/06/2020,Monaghan,512
01/06/2020,Offaly,478
01/06/2020,Roscommon,336
01/06/2020,Sligo,129
01/06/2020,Tipperary,539
01/06/2020,Waterford,152
01/06/2020,Westmeath,670
01/06/2020,Wexford,213
01/06/2020,Wicklow,667
02/06/2020,Carlow,169
02/06/2020,Cavan,846
02/06/2020,Clare,369
02/06/2020,Cork,1521
02/06/2020,Donegal,477
02/06/2020,Dublin,12109
02/06/2020,Galway,481
02/06/2020,Kerry,308
02/06/2020,Kildare,1419
02/06/2020,Kilkenny,339
02/06/2020,Laois,260
02/06/2020,Leitrim,83
02/06/2020,Limerick,582
02/06/2020,Longford,284
02/06/2020,Louth,776
02/06/2020,Mayo,570
02/06/2020,Meath,802
02/06/2020,Monaghan,521
02/06/2020,Offaly,479
02/06/2020,Roscommon,337
02/06/2020,Sligo,129
02/06/2020,Tipperary,540
02/06/2020,Waterford,152
02/06/2020,Westmeath,670
02/06/2020,Wexford,213
02/06/2020,Wicklow,668
03/06/2020,Carlow,169
03/06/2020,Cavan,854
03/06/2020,Clare,369
03/06/2020,Cork,1527
03/06/2020,Donegal,472
03/06/2020,Dublin,12118
03/06/2020,Galway,481
03/06/2020,Kerry,308
03/06/2020,Kildare,1419
03/06/2020,Kilkenny,340
03/06/2020,Laois,260
03/06/2020,Leitrim,83
03/06/2020,Limerick,582
03/06/2020,Longford,284
03/06/2020,Louth,777
03/06/2020,Mayo,570
03/06/2020,Meath,804
03/06/2020,Monaghan,527
03/06/2020,Offaly,479
03/06/2020,Roscommon,337
03/06/2020,Sligo,129
03/06/2020,Tipperary,540
03/06/2020,Waterford,154
03/06/2020,Westmeath,671
03/06/2020,Wexford,213
03/06/2020,Wicklow,668
04/06/2020,Carlow,168
04/06/2020,Cavan,858
04/06/2020,Clare,368
04/06/2020,Cork,1528
04/06/2020,Donegal,472
04/06/2020,Dublin,12127
04/06/2020,Galway,481
04/06/2020,Kerry,308
04/06/2020,Kildare,1423
04/06/2020,Kilkenny,340
04/06/2020,Laois,261
04/06/2020,Leitrim,84
04/06/2020,Limerick,582
04/06/2020,Longford,284
04/06/2020,Louth,777
04/06/2020,Mayo,570
04/06/2020,Meath,805
04/06/2020,Monaghan,528
04/06/2020,Offaly,479
04/06/2020,Roscommon,337
04/06/2020,Sligo,128
04/06/2020,Tipperary,540
04/06/2020,Waterford,154
04/06/2020,Westmeath,671
04/06/2020,Wexford,214
04/06/2020,Wicklow,668
05/06/2020,Carlow,168
05/06/2020,Cavan,858
05/06/2020,Clare,368
05/06/2020,Cork,1529
05/06/2020,Donegal,471
05/06/2020,Dublin,12139
05/06/2020,Galway,481
05/06/2020,Kerry,308
05/06/2020,Kildare,1423
05/06/2020,Kilkenny,344
05/06/2020,Laois,262
05/06/2020,Leitrim,84
05/06/2020,Limerick,582
05/06/2020,Longford,285
05/06/2020,Louth,777
05/06/2020,Mayo,570
05/06/2020,Meath,806
05/06/2020,Monaghan,528
05/06/2020,Offaly,479
05/06/2020,Roscommon,337
05/06/2020,Sligo,128
05/06/2020,Tipperary,540
05/06/2020,Waterford,154
05/06/2020,Westmeath,671
05/06/2020,Wexford,214
05/06/2020,Wicklow,670
06/06/2020,Carlow,168
06/06/2020,Cavan,858
06/06/2020,Clare,368
06/06/2020,Cork,1529
06/06/2020,Donegal,471
06/06/2020,Dublin,12158
06/06/2020,Galway,481
06/06/2020,Kerry,308
06/06/2020,Kildare,1423
06/06/2020,Kilkenny,345
06/06/2020,Laois,262
06/06/2020,Leitrim,84
06/06/2020,Limerick,583
06/06/2020,Longford,285
06/06/2020,Louth,776
06/06/2020,Mayo,570
06/06/2020,Meath,804
06/06/2020,Monaghan,530
06/06/2020,Offaly,479
06/06/2020,Roscommon,337
06/06/2020,Sligo,128
06/06/2020,Tipperary,540
06/06/2020,Waterford,154
06/06/2020,Westmeath,671
06/06/2020,Wexford,216
06/06/2020,Wicklow,670
07/06/2020,Carlow,167
07/06/2020,Cavan,858
07/06/2020,Clare,368
07/06/2020,Cork,1529
07/06/2020,Donegal,471
07/06/2020,Dublin,12159
07/06/2020,Galway,483
07/06/2020,Kerry,308
07/06/2020,Kildare,1424
07/06/2020,Kilkenny,345
07/06/2020,Laois,262
07/06/2020,Leitrim,84
07/06/2020,Limerick,583
07/06/2020,Longford,285
07/06/2020,Louth,778
07/06/2020,Mayo,570
07/06/2020,Meath,804
07/06/2020,Monaghan,531
07/06/2020,Offaly,480
07/06/2020,Roscommon,338
07/06/2020,Sligo,128
07/06/2020,Tipperary,540
07/06/2020,Waterford,154
07/06/2020,Westmeath,671
07/06/2020,Wexford,216
07/06/2020,Wicklow,670
08/06/2020,Carlow,168
08/06/2020,Cavan,858
08/06/2020,Clare,368
08/06/2020,Cork,1531
08/06/2020,Donegal,470
08/06/2020,Dublin,12163
08/06/2020,Galway,483
08/06/2020,Kerry,308
08/06/2020,Kildare,1424
08/06/2020,Kilkenny,345
08/06/2020,Laois,262
08/06/2020,Leitrim,84
08/06/2020,Limerick,583
08/06/2020,Longford,285
08/06/2020,Louth,778
08/06/2020,Mayo,570
08/06/2020,Meath,804
08/06/2020,Monaghan,531
08/06/2020,Offaly,480
08/06/2020,Roscommon,338
08/06/2020,Sligo,128
08/06/2020,Tipperary,540
08/06/2020,Waterford,154
08/06/2020,Westmeath,671
08/06/2020,Wexford,216
08/06/2020,Wicklow,670
09/06/2020,Carlow,168
09/06/2020,Cavan,858
09/06/2020,Clare,369
09/06/2020,Cork,1532
09/06/2020,Donegal,470
09/06/2020,Dublin,12167
09/06/2020,Galway,485
09/06/2020,Kerry,308
09/06/2020,Kildare,1426
09/06/2020,Kilkenny,346
09/06/2020,Laois,262
09/06/2020,Leitrim,84
09/06/2020,Limerick,583
09/06/2020,Longford,285
09/06/2020,Louth,778
09/06/2020,Mayo,570
09/06/2020,Meath,804
09/06/2020,Monaghan,534
09/06/2020,Offaly,481
09/06/2020,Roscommon,340
09/06/2020,Sligo,128
09/06/2020,Tipperary,541
09/06/2020,Waterford,154
09/06/2020,Westmeath,671
09/06/2020,Wexford,216
09/06/2020,Wicklow,670
10/06/2020,Carlow,168
10/06/2020,Cavan,859
10/06/2020,Clare,369
10/06/2020,Cork,1533
10/06/2020,Donegal,469
10/06/2020,Dublin,12172
10/06/2020,Galway,485
10/06/2020,Kerry,308
10/06/2020,Kildare,1426
10/06/2020,Kilkenny,346
10/06/2020,Laois,262
10/06/2020,Leitrim,84
10/06/2020,Limerick,583
10/06/2020,Longford,285
10/06/2020,Louth,778
10/06/2020,Mayo,570
10/06/2020,Meath,805
10/06/2020,Monaghan,534
10/06/2020,Offaly,481
10/06/2020,Roscommon,341
10/06/2020,Sligo,128
10/06/2020,Tipperary,541
10/06/2020,Waterford,154
10/06/2020,Westmeath,670
10/06/2020,Wexford,216
10/06/2020,Wicklow,670
11/06/2020,Carlow,168
11/06/2020,Cavan,860
11/06/2020,Clare,369
11/06/2020,Cork,1533
11/06/2020,Donegal,470
11/06/2020,Dublin,12179
11/06/2020,Galway,485
11/06/2020,Kerry,308
11/06/2020,Kildare,1426
11/06/2020,Kilkenny,346
11/06/2020,Laois,264
11/06/2020,Leitrim,84
11/06/2020,Limerick,584
11/06/2020,Longford,285
11/06/2020,Louth,778
11/06/2020,Mayo,570
11/06/2020,Meath,805
11/06/2020,Monaghan,534
11/06/2020,Offaly,481
11/06/2020,Roscommon,341
11/06/2020,Sligo,128
11/06/2020,Tipperary,541
11/06/2020,Waterford,154
11/06/2020,Westmeath,670
11/06/2020,Wexford,216
11/06/2020,Wicklow,670
12/06/2020,Carlow,171
12/06/2020,Cavan,860
12/06/2020,Clare,369
12/06/2020,Cork,1533
12/06/2020,Donegal,470
12/06/2020,Dublin,12210
12/06/2020,Galway,486
12/06/2020,Kerry,308
12/06/2020,Kildare,1426
12/06/2020,Kilkenny,348
12/06/2020,Laois,264
12/06/2020,Leitrim,84
12/06/2020,Limerick,584
12/06/2020,Longford,285
12/06/2020,Louth,778
12/06/2020,Mayo,571
12/06/2020,Meath,805
12/06/2020,Monaghan,535
12/06/2020,Offaly,481
12/06/2020,Roscommon,342
12/06/2020,Sligo,128
12/06/2020,Tipperary,541
12/06/2020,Waterford,154
12/06/2020,Westmeath,670
12/06/2020,Wexford,216
12/06/2020,Wicklow,670
13/06/2020,Carlow,171
13/06/2020,Cavan,860
13/06/2020,Clare,369
13/06/2020,Cork,1533
13/06/2020,Donegal,470
13/06/2020,Dublin,12213
13/06/2020,Galway,486
13/06/2020,Kerry,308
13/06/2020,Kildare,1434
13/06/2020,Kilkenny,348
13/06/2020,Laois,264
13/06/2020,Leitrim,84
13/06/2020,Limerick,584
13/06/2020,Longford,285
13/06/2020,Louth,778
13/06/2020,Mayo,572
13/06/2020,Meath,805
13/06/2020,Monaghan,535
13/06/2020,Offaly,481
13/06/2020,Roscommon,342
13/06/2020,Sligo,128
13/06/2020,Tipperary,541
13/06/2020,Waterford,154
13/06/2020,Westmeath,670
13/06/2020,Wexford,216
13/06/2020,Wicklow,672
14/06/2020,Carlow,171
14/06/2020,Cavan,859
14/06/2020,Clare,369
14/06/2020,Cork,1533
14/06/2020,Donegal,470
14/06/2020,Dublin,12228
14/06/2020,Galway,486
14/06/2020,Kerry,308
14/06/2020,Kildare,1434
14/06/2020,Kilkenny,348
14/06/2020,Laois,264
14/06/2020,Leitrim,84
14/06/2020,Limerick,585
14/06/2020,Longford,285
14/06/2020,Louth,778
14/06/2020,Mayo,572
14/06/2020,Meath,805
14/06/2020,Monaghan,536
14/06/2020,Offaly,481
14/06/2020,Roscommon,342
14/06/2020,Sligo,129
14/06/2020,Tipperary,541
14/06/2020,Waterford,154
14/06/2020,Westmeath,670
14/06/2020,Wexford,216
14/06/2020,Wicklow,672
15/06/2020,Carlow,171
15/06/2020,Cavan,859
15/06/2020,Clare,369
15/06/2020,Cork,1535
15/06/2020,Donegal,470
15/06/2020,Dublin,12235
15/06/2020,Galway,486
15/06/2020,Kerry,308
15/06/2020,Kildare,1435
15/06/2020,Kilkenny,350
15/06/2020,Laois,264
15/06/2020,Leitrim,84
15/06/2020,Limerick,584
15/06/2020,Longford,285
15/06/2020,Louth,778
15/06/2020,Mayo,572
15/06/2020,Meath,806
15/06/2020,Monaghan,536
15/06/2020,Offaly,481
15/06/2020,Roscommon,343
15/06/2020,Sligo,129
15/06/2020,Tipperary,541
15/06/2020,Waterford,154
15/06/2020,Westmeath,670
15/06/2020,Wexford,216
15/06/2020,Wicklow,672
16/06/2020,Carlow,171
16/06/2020,Cavan,860
16/06/2020,Clare,369
16/06/2020,Cork,1535
16/06/2020,Donegal,470
16/06/2020,Dublin,12239
16/06/2020,Galway,485
16/06/2020,Kerry,308
16/06/2020,Kildare,1436
16/06/2020,Kilkenny,350
16/06/2020,Laois,264
16/06/2020,Leitrim,84
16/06/2020,Limerick,583
16/06/2020,Longford,285
16/06/2020,Louth,778
16/06/2020,Mayo,571
16/06/2020,Meath,806
16/06/2020,Monaghan,536
16/06/2020,Offaly,482
16/06/2020,Roscommon,344
16/06/2020,Sligo,129
16/06/2020,Tipperary,541
16/06/2020,Waterford,155
16/06/2020,Westmeath,670
16/06/2020,Wexford,216
16/06/2020,Wicklow,672
17/06/2020,Carlow,173
17/06/2020,Cavan,860
17/06/2020,Clare,369
17/06/2020,Cork,1535
17/06/2020,Donegal,470
17/06/2020,Dublin,12248
17/06/2020,Galway,485
17/06/2020,Kerry,309
17/06/2020,Kildare,1439
17/06/2020,Kilkenny,351
17/06/2020,Laois,264
17/06/2020,Leitrim,84
17/06/2020,Limerick,583
17/06/2020,Longford,285
17/06/2020,Louth,778
17/06/2020,Mayo,571
17/06/2020,Meath,806
17/06/2020,Monaghan,536
17/06/2020,Offaly,482
17/06/2020,Roscommon,344
17/06/2020,Sligo,129
17/06/2020,Tipperary,541
17/06/2020,Waterford,155
17/06/2020,Westmeath,670
17/06/2020,Wexford,216
17/06/2020,Wicklow,672
18/06/2020,Carlow,173
18/06/2020,Cavan,860
18/06/2020,Clare,369
18/06/2020,Cork,1535
18/06/2020,Donegal,464
18/06/2020,Dublin,12257
18/06/2020,Galway,485
18/06/2020,Kerry,310
18/06/2020,Kildare,1439
18/06/2020,Kilkenny,353
18/06/2020,Laois,264
18/06/2020,Leitrim,78
18/06/2020,Limerick,583
18/06/2020,Longford,285
18/06/2020,Louth,779
18/06/2020,Mayo,571
18/06/2020,Meath,806
18/06/2020,Monaghan,536
18/06/2020,Offaly,482
18/06/2020,Roscommon,344
18/06/2020,Sligo,125
18/06/2020,Tipperary,541
18/06/2020,Waterford,155
18/06/2020,Westmeath,670
18/06/2020,Wexford,216
18/06/2020,Wicklow,672
19/06/2020,Carlow,174
19/06/2020,Cavan,862
19/06/2020,Clare,369
19/06/2020,Cork,1535
19/06/2020,Donegal,464
19/06/2020,Dublin,12263
19/06/2020,Galway,485
19/06/2020,Kerry,310
19/06/2020,Kildare,1443
19/06/2020,Kilkenny,354
19/06/2020,Laois,264
19/06/2020,Leitrim,78
19/06/2020,Limerick,583
19/06/2020,Longford,285
19/06/2020,Louth,780
19/06/2020,Mayo,572
19/06/2020,Meath,807
19/06/2020,Monaghan,536
19/06/2020,Offaly,483
19/06/2020,Roscommon,344
19/06/2020,Sligo,125
19/06/2020,Tipperary,541
19/06/2020,Waterford,155
19/06/2020,Westmeath,672
19/06/2020,Wexford,216
19/06/2020,Wicklow,673
20/06/2020,Carlow,174
20/06/2020,Cavan,862
20/06/2020,Clare,369
20/06/2020,Cork,1535
20/06/2020,Donegal,464
20/06/2020,Dublin,12267
20/06/2020,Galway,485
20/06/2020,Kerry,310
20/06/2020,Kildare,1443
20/06/2020,Kilkenny,354
20/06/2020,Laois,265
20/06/2020,Leitrim,78
20/06/2020,Limerick,583
20/06/2020,Longford,285
20/06/2020,Louth,780
20/06/2020,Mayo,572
20/06/2020,Meath,807
20/06/2020,Monaghan,536
20/06/2020,Offaly,483
20/06/2020,Roscommon,344
20/06/2020,Sligo,125
20/06/2020,Tipperary,541
20/06/2020,Waterford,155
20/06/2020,Westmeath,672
20/06/2020,Wexford,216
20/06/2020,Wicklow,674
21/06/2020,Carlow,175
21/06/2020,Cavan,861
21/06/2020,Clare,369
21/06/2020,Cork,1535
21/06/2020,Donegal,464
21/06/2020,Dublin,12238
21/06/2020,Galway,485
21/06/2020,Kerry,310
21/06/2020,Kildare,1467
21/06/2020,Kilkenny,353
21/06/2020,Laois,265
21/06/2020,Leitrim,78
21/06/2020,Limerick,583
21/06/2020,Longford,285
21/06/2020,Louth,780
21/06/2020,Mayo,572
21/06/2020,Meath,807
21/06/2020,Monaghan,536
21/06/2020,Offaly,483
21/06/2020,Roscommon,345
21/06/2020,Sligo,125
21/06/2020,Tipperary,541
21/06/2020,Waterford,155
21/06/2020,Westmeath,672
21/06/2020,Wexford,216
21/06/2020,Wicklow,681
22/06/2020,Carlow,175
22/06/2020,Cavan,861
22/06/2020,Clare,369
22/06/2020,Cork,1535
22/06/2020,Donegal,464
22/06/2020,Dublin,12218
22/06/2020,Galway,485
22/06/2020,Kerry,310
22/06/2020,Kildare,1476
22/06/2020,Kilkenny,354
22/06/2020,Laois,265
22/06/2020,Leitrim,78
22/06/2020,Limerick,583
22/06/2020,Longford,285
22/06/2020,Louth,780
22/06/2020,Mayo,572
22/06/2020,Meath,808
22/06/2020,Monaghan,536
22/06/2020,Offaly,483
22/06/2020,Roscommon,345
22/06/2020,Sligo,125
22/06/2020,Tipperary,543
22/06/2020,Waterford,156
22/06/2020,Westmeath,672
22/06/2020,Wexford,216
22/06/2020,Wicklow,697
23/06/2020,Carlow,175
23/06/2020,Cavan,862
23/06/2020,Clare,369
23/06/2020,Cork,1535
23/06/2020,Donegal,464
23/06/2020,Dublin,12218
23/06/2020,Galway,485
23/06/2020,Kerry,310
23/06/2020,Kildare,1477
23/06/2020,Kilkenny,354
23/06/2020,Laois,265
23/06/2020,Leitrim,78
23/06/2020,Limerick,583
23/06/2020,Longford,285
23/06/2020,Louth,780
23/06/2020,Mayo,571
23/06/2020,Meath,808
23/06/2020,Monaghan,537
23/06/2020,Offaly,483
23/06/2020,Roscommon,345
23/06/2020,Sligo,125
23/06/2020,Tipperary,543
23/06/2020,Waterford,156
23/06/2020,Westmeath,672
23/06/2020,Wexford,217
23/06/2020,Wicklow,697
24/06/2020,Carlow,175
24/06/2020,Cavan,862
24/06/2020,Clare,369
24/06/2020,Cork,1535
24/06/2020,Donegal,464
24/06/2020,Dublin,12226
24/06/2020,Galway,485
24/06/2020,Kerry,310
24/06/2020,Kildare,1478
24/06/2020,Kilkenny,354
24/06/2020,Laois,265
24/06/2020,Leitrim,78
24/06/2020,Limerick,583
24/06/2020,Longford,285
24/06/2020,Louth,780
24/06/2020,Mayo,571
24/06/2020,Meath,808
24/06/2020,Monaghan,537
24/06/2020,Offaly,483
24/06/2020,Roscommon,345
24/06/2020,Sligo,125
24/06/2020,Tipperary,543
24/06/2020,Waterford,156
24/06/2020,Westmeath,672
24/06/2020,Wexford,217
24/06/2020,Wicklow,697
27/06/2020,Carlow,175
27/06/2020,Cavan,862
27/06/2020,Clare,369
27/06/2020,Cork,1536
27/06/2020,Donegal,464
27/06/2020,Dublin,12245
27/06/2020,Galway,485
27/06/2020,Kerry,310
27/06/2020,Kildare,1481
27/06/2020,Kilkenny,355
27/06/2020,Laois,265
27/06/2020,Leitrim,78
27/06/2020,Limerick,583
27/06/2020,Longford,286
27/06/2020,Louth,781
27/06/2020,Mayo,571
27/06/2020,Meath,808
27/06/2020,Monaghan,538
27/06/2020,Offaly,483
27/06/2020,Roscommon,345
27/06/2020,Sligo,125
27/06/2020,Tipperary,543
27/06/2020,Waterford,157
27/06/2020,Westmeath,672
27/06/2020,Wexford,217
27/06/2020,Wicklow,701
28/06/2020,Carlow,175
28/06/2020,Cavan,862
28/06/2020,Clare,369
28/06/2020,Cork,1536
28/06/2020,Donegal,465
28/06/2020,Dublin,12250
28/06/2020,Galway,485
28/06/2020,Kerry,310
28/06/2020,Kildare,1487
28/06/2020,Kilkenny,355
28/06/2020,Laois,265
28/06/2020,Leitrim,79
28/06/2020,Limerick,583
28/06/2020,Longford,286
28/06/2020,Louth,781
28/06/2020,Mayo,572
28/06/2020,Meath,808
28/06/2020,Monaghan,538
28/06/2020,Offaly,483
28/06/2020,Roscommon,345
28/06/2020,Sligo,138
28/06/2020,Tipperary,543
28/06/2020,Waterford,157
28/06/2020,Westmeath,672
28/06/2020,Wexford,217
28/06/2020,Wicklow,701
01/07/2020,Carlow,175
01/07/2020,Cavan,862
01/07/2020,Clare,368
01/07/2020,Cork,1540
01/07/2020,Donegal,465
01/07/2020,Dublin,12262
01/07/2020,Galway,486
01/07/2020,Kerry,310
01/07/2020,Kildare,1491
01/07/2020,Kilkenny,355
01/07/2020,Laois,265
01/07/2020,Leitrim,80
01/07/2020,Limerick,586
01/07/2020,Longford,286
01/07/2020,Louth,781
01/07/2020,Mayo,572
01/07/2020,Meath,808
01/07/2020,Monaghan,538
01/07/2020,Offaly,483
01/07/2020,Roscommon,345
01/07/2020,Sligo,141
01/07/2020,Tipperary,543
01/07/2020,Waterford,158
01/07/2020,Westmeath,673
01/07/2020,Wexford,217
01/07/2020,Wicklow,699
04/07/2020,Carlow,175
04/07/2020,Cavan,864
04/07/2020,Clare,368
04/07/2020,Cork,1543
04/07/2020,Donegal,466
04/07/2020,Dublin,12270
04/07/2020,Galway,486
04/07/2020,Kerry,310
04/07/2020,Kildare,1497
04/07/2020,Kilkenny,356
04/07/2020,Laois,265
04/07/2020,Leitrim,82
04/07/2020,Limerick,587
04/07/2020,Longford,287
04/07/2020,Louth,782
04/07/2020,Mayo,572
04/07/2020,Meath,811
04/07/2020,Monaghan,538
04/07/2020,Offaly,486
04/07/2020,Roscommon,346
04/07/2020,Sligo,145
04/07/2020,Tipperary,542
04/07/2020,Waterford,158
04/07/2020,Westmeath,674
04/07/2020,Wexford,218
04/07/2020,Wicklow,699
05/07/2020,Carlow,175
05/07/2020,Cavan,864
05/07/2020,Clare,368
05/07/2020,Cork,1542
05/07/2020,Donegal,466
05/07/2020,Dublin,12255
05/07/2020,Galway,486
05/07/2020,Kerry,311
05/07/2020,Kildare,1498
05/07/2020,Kilkenny,356
05/07/2020,Laois,265
05/07/2020,Leitrim,82
05/07/2020,Limerick,587
05/07/2020,Longford,287
05/07/2020,Louth,782
05/07/2020,Mayo,572
05/07/2020,Meath,811
05/07/2020,Monaghan,538
05/07/2020,Offaly,486
05/07/2020,Roscommon,346
05/07/2020,Sligo,146
05/07/2020,Tipperary,542
05/07/2020,Waterford,158
05/07/2020,Westmeath,674
05/07/2020,Wexford,218
05/07/2020,Wicklow,699
06/07/2020,Carlow,175
06/07/2020,Cavan,864
06/07/2020,Clare,368
06/07/2020,Cork,1543
06/07/2020,Donegal,466
06/07/2020,Dublin,12263
06/07/2020,Galway,487
06/07/2020,Kerry,310
06/07/2020,Kildare,1499
06/07/2020,Kilkenny,356
06/07/2020,Laois,265
06/07/2020,Leitrim,82
06/07/2020,Limerick,587
06/07/2020,Longford,287
06/07/2020,Louth,785
06/07/2020,Mayo,572
06/07/2020,Meath,812
06/07/2020,Monaghan,539
06/07/2020,Offaly,486
06/07/2020,Roscommon,346
06/07/2020,Sligo,146
06/07/2020,Tipperary,543
06/07/2020,Waterford,160
06/07/2020,Westmeath,674
06/07/2020,Wexford,218
06/07/2020,Wicklow,698
07/07/2020,Carlow,175
07/07/2020,Cavan,865
07/07/2020,Clare,368
07/07/2020,Cork,1545
07/07/2020,Donegal,467
07/07/2020,Dublin,12266
07/07/2020,Galway,487
07/07/2020,Kerry,310
07/07/2020,Kildare,1500
07/07/2020,Kilkenny,356
07/07/2020,Laois,265
07/07/2020,Leitrim,82
07/07/2020,Limerick,588
07/07/2020,Longford,287
07/07/2020,Louth,785
07/07/2020,Mayo,572
07/07/2020,Meath,812
07/07/2020,Monaghan,539
07/07/2020,Offaly,486
07/07/2020,Roscommon,346
07/07/2020,Sligo,146
07/07/2020,Tipperary,543
07/07/2020,Waterford,160
07/07/2020,Westmeath,676
07/07/2020,Wexford,218
07/07/2020,Wicklow,699
08/07/2020,Carlow,175
08/07/2020,Cavan,865
08/07/2020,Clare,368
08/07/2020,Cork,1545
08/07/2020,Donegal,468
08/07/2020,Dublin,12275
08/07/2020,Galway,486
08/07/2020,Kerry,310
08/07/2020,Kildare,1503
08/07/2020,Kilkenny,356
08/07/2020,Laois,265
08/07/2020,Leitrim,82
08/07/2020,Limerick,589
08/07/2020,Longford,287
08/07/2020,Louth,785
08/07/2020,Mayo,573
08/07/2020,Meath,812
08/07/2020,Monaghan,539
08/07/2020,Offaly,486
08/07/2020,Roscommon,346
08/07/2020,Sligo,147
08/07/2020,Tipperary,543
08/07/2020,Waterford,165
08/07/2020,Westmeath,676
08/07/2020,Wexford,218
08/07/2020,Wicklow,700
09/07/2020,Carlow,176
09/07/2020,Cavan,865
09/07/2020,Clare,368
09/07/2020,Cork,1545
09/07/2020,Donegal,468
09/07/2020,Dublin,12287
09/07/2020,Galway,490
09/07/2020,Kerry,311
09/07/2020,Kildare,1506
09/07/2020,Kilkenny,356
09/07/2020,Laois,265
09/07/2020,Leitrim,82
09/07/2020,Limerick,589
09/07/2020,Longford,287
09/07/2020,Louth,785
09/07/2020,Mayo,573
09/07/2020,Meath,812
09/07/2020,Monaghan,539
09/07/2020,Offaly,486
09/07/2020,Roscommon,346
09/07/2020,Sligo,148
09/07/2020,Tipperary,543
09/07/2020,Waterford,165
09/07/2020,Westmeath,676
09/07/2020,Wexford,218
09/07/2020,Wicklow,702
10/07/2020,Carlow,176
10/07/2020,Cavan,866
10/07/2020,Clare,369
10/07/2020,Cork,1545
10/07/2020,Donegal,468
10/07/2020,Dublin,12294
10/07/2020,Galway,489
10/07/2020,Kerry,311
10/07/2020,Kildare,1513
10/07/2020,Kilkenny,356
10/07/2020,Laois,265
10/07/2020,Leitrim,82
10/07/2020,Limerick,589
10/07/2020,Longford,287
10/07/2020,Louth,787
10/07/2020,Mayo,573
10/07/2020,Meath,812
10/07/2020,Monaghan,539
10/07/2020,Offaly,486
10/07/2020,Roscommon,346
10/07/2020,Sligo,148
10/07/2020,Tipperary,543
10/07/2020,Waterford,165
10/07/2020,Westmeath,676
10/07/2020,Wexford,221
10/07/2020,Wicklow,705
11/07/2020,Carlow,176
11/07/2020,Cavan,865
11/07/2020,Clare,369
11/07/2020,Cork,1546
11/07/2020,Donegal,468
11/07/2020,Dublin,12308
11/07/2020,Galway,489
11/07/2020,Kerry,311
11/07/2020,Kildare,1513
11/07/2020,Kilkenny,356
11/07/2020,Laois,265
11/07/2020,Leitrim,82
11/07/2020,Limerick,589
11/07/2020,Longford,287
11/07/2020,Louth,787
11/07/2020,Mayo,573
11/07/2020,Meath,812
11/07/2020,Monaghan,539
11/07/2020,Offaly,486
11/07/2020,Roscommon,346
11/07/2020,Sligo,148
11/07/2020,Tipperary,543
11/07/2020,Waterford,165
11/07/2020,Westmeath,676
11/07/2020,Wexford,221
11/07/2020,Wicklow,707
12/07/2020,Carlow,176
12/07/2020,Cavan,865
12/07/2020,Clare,369
12/07/2020,Cork,1548
12/07/2020,Donegal,468
12/07/2020,Dublin,12312
12/07/2020,Galway,489
12/07/2020,Kerry,314
12/07/2020,Kildare,1514
12/07/2020,Kilkenny,356
12/07/2020,Laois,265
12/07/2020,Leitrim,82
12/07/2020,Limerick,589
12/07/2020,Longford,287
12/07/2020,Louth,787
12/07/2020,Mayo,573
12/07/2020,Meath,812
12/07/2020,Monaghan,539
12/07/2020,Offaly,486
12/07/2020,Roscommon,346
12/07/2020,Sligo,148
12/07/2020,Tipperary,543
12/07/2020,Waterford,165
12/07/2020,Westmeath,676
12/07/2020,Wexford,221
12/07/2020,Wicklow,708
13/07/2020,Carlow,176
13/07/2020,Cavan,865
13/07/2020,Clare,369
13/07/2020,Cork,1550
13/07/2020,Donegal,468
13/07/2020,Dublin,12326
13/07/2020,Galway,489
13/07/2020,Kerry,316
13/07/2020,Kildare,1517
13/07/2020,Kilkenny,356
